"782607903;6,8;1,6;Youtube Premium »ндивидуальна€ (1 мес€ц);26-2-2024;26-2-2024"
"782607903;7,3;1,6;YouTube Premium (2 мес€ца);23-5-2024;23-5-2024"
"1034412778;3;0;Canva Pro (ѕробный период);12-9-2023;12-9-2023"
"723222295;5;0;ChatGPT (Cкладчина) ;21-11-2023;21-11-2023"
"6325027910;5;0;Youtube Premium —емейна€ (1 мес€ц);14-9-2023;14-9-2023"
"324208326;5;0;ChatGPT (Cкладчина) ;15-9-2023;15-9-2023"
"5168218154;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);16-9-2023;16-9-2023"
"5168218154;3,4;2,6;Youtube Premium »ндивидуальна€ (1 мес€ц);15-10-2023;15-10-2023"
"150379315;18,75;15;Stripe;23-11-2023;23-11-2023"
"716633949;18,75;15;Karaoke-version.com;18-9-2023;18-9-2023"
"7136866943;16,25;13;Ageddiscord.mysellix.io;18-9-2023;18-9-2023"
"7136866943;88;80;Ageddiscord.mysellix.io;23-9-2023;23-9-2023"
"7136866943;61;56;PayPal ;13-10-2023;13-10-2023"
"7136866943;38,4;33,42;PayPal ;27-12-2023;27-12-2023"
"7136866943;82,5;75;аренда карты;11-1-2024;11-1-2024"
"7136866943;40,25;35;ѕодписка Gumroad;16-2-2024;16-2-2024"
"7136866943;16,25;13;ѕодписка Gumroad;26-2-2024;26-2-2024"
"7136866943;30;26;Patreon;1-3-2024;1-3-2024"
"7136866943;31;27;ѕодписка Gumroad;6-3-2024;6-3-2024"
"7136866943;60,5;55;ѕодписка Gumroad;11-3-2024;11-3-2024"
"7136866943;78,1;71;ѕодписка Gumroad;13-3-2024;13-3-2024"
"7136866943;17,5;14;ѕодписка Gumroad;13-3-2024;13-3-2024"
"7136866943;21,25;17;ѕодписка Gumroad;13-3-2024;13-3-2024"
"7136866943;48,49;42,29;ѕодписка Gumroad;16-3-2024;16-3-2024"
"7136866943;42,55;37;ѕодписка Gumroad;16-3-2024;16-3-2024"
"7136866943;6,25;5;ѕодписка Gumroad;16-3-2024;16-3-2024"
"7136866943;25;20;ѕодписка Gumroad;19-3-2024;19-3-2024"
"7136866943;28,75;25;ѕодписка Gumroad;19-3-2024;19-3-2024"
"7136866943;77;70;ѕодписка Gumroad;19-3-2024;19-3-2024"
"7136866943;43,75;38;ѕодписка Gumroad;21-3-2024;21-3-2024"
"7136866943;5;4;ѕодписка Gumroad;21-3-2024;21-3-2024"
"7136866943;81,25;74,11;ѕодписка Gumroad;28-3-2024;28-3-2024"
"7136866943;12,5;10;Fanbox;1-4-2024;1-4-2024"
"7136866943;9,5;7,5;ѕодписка Gumroad;1-4-2024;1-4-2024"
"7136866943;9,5;7,5;ѕодписка Gumroad;1-4-2024;1-4-2024"
"7136866943;18,75;15;ѕодписка Gumroad;7-4-2024;7-4-2024"
"7136866943;40,25;35;ѕодписка Gumroad;8-4-2024;8-4-2024"
"7136866943;28,75;25;Patreon;12-4-2024;12-4-2024"
"7136866943;40,25;35;ѕодписка Gumroad;13-4-2024;13-4-2024"
"7136866943;35,65;31;ѕодписка Gumroad;17-4-2024;17-4-2024"
"7136866943;38,66;30;ѕодписка Gumroad;17-4-2024;17-4-2024"
"7136866943;18,75;15;ѕодписка Gumroad;18-4-2024;18-4-2024"
"7136866943;12,5;10;ѕодписка Gumroad;19-4-2024;19-4-2024"
"7136866943;25,3;22;Fanbox;20-4-2024;20-4-2024"
"7136866943;8,08;6,06;Fanbox;21-4-2024;21-4-2024"
"7136866943;25;20;ѕодписка Gumroad;5-5-2024;5-5-2024"
"7136866943;17,5;14;ѕодписка Gumroad;5-5-2024;5-5-2024"
"7136866943;12,5;10;ѕодписка Gumroad;5-5-2024;5-5-2024"
"7136866943;16,25;13;ѕодписка Gumroad;6-5-2024;6-5-2024"
"7136866943;12,5;10;ѕодписка Gumroad;8-5-2024;8-5-2024"
"7136866943;34;29;ѕодписка Gumroad;8-5-2024;8-5-2024"
"7136866943;10,375;8,5;ѕодписка Gumroad;8-5-2024;8-5-2024"
"7136866943;6,25;5;Fanbox;12-5-2024;12-5-2024"
"7136866943;44;38;ѕодписка Gumroad;13-5-2024;13-5-2024"
"7136866943;39,6;32;аренда карты;17-5-2024;17-5-2024"
"7136866943;79,26;70;ѕодписка Gumroad;19-5-2024;19-5-2024"
"7136866943;49,66;39,43; акой то —ервис;20-5-2024;20-5-2024"
"7136866943;19,2;15;ѕодписка Gumroad;20-5-2024;20-5-2024"
"7136866943;185;154;ѕодписка Gumroad;28-5-2024;28-5-2024"
"7136866943;109;99;ѕодписка Gumroad;28-5-2024;28-5-2024"
"7136866943;48,46;39;ѕодписка Gumroad;29-5-2024;29-5-2024"
"7136866943;26,4;20;ѕодписка Gumroad;31-5-2024;31-5-2024"
"7136866943;51;42;OnlyFans;1-6-2024;1-6-2024"
"7136866943;22,7;18,73;ѕодписка Gumroad;1-6-2024;1-6-2024"
"7136866943;102,2;87;ѕодписка Gumroad;2-6-2024;2-6-2024"
"7136866943;83;72;ѕодписка Gumroad;2-6-2024;2-6-2024"
"7136866943;76,26;55,3;аренда карты;5-6-2024;5-6-2024"
"7136866943;75,55;63;ѕодписка Gumroad;5-6-2024;5-6-2024"
"7136866943;188,07;157;ѕодписка Gumroad;5-6-2024;5-6-2024"
"7136866943;83;70;ѕодписка Gumroad;5-6-2024;5-6-2024"
"7136866943;86;73;ѕодписка Gumroad;5-6-2024;5-6-2024"
"7136866943;224;190;ѕодписка Gumroad;8-6-2024;8-6-2024"
"7136866943;82;71;ѕодписка Gumroad;11-6-2024;11-6-2024"
"7136866943;98,21;83;ѕодписка Gumroad;12-6-2024;12-6-2024"
"7136866943;83;71;ѕодписка Gumroad;12-6-2024;12-6-2024"
"7136866943;73;62;ѕодписка Gumroad;12-6-2024;12-6-2024"
"7136866943;27,1;20;ѕодписка Gumroad;12-6-2024;12-6-2024"
"7136866943;118,87;104;ѕодписка Gumroad;14-6-2024;14-6-2024"
"7136866943;87;76,7;аренда карты;15-6-2024;15-6-2024"
"7136866943;62,72;54;аренда карты;16-6-2024;16-6-2024"
"7136866943;13,3;10;ѕодписка Gumroad;18-6-2024;18-6-2024"
"7136866943;55;45;ѕодписка Gumroad;18-6-2024;18-6-2024"
"7136866943;31,06;25;аренда карты;20-6-2024;20-6-2024"
"7136866943;13,45;10;аренда карты;20-6-2024;20-6-2024"
"7136866943;102,4;87,1;ѕодписка Gumroad;25-6-2024;25-6-2024"
"7136866943;29,3;22;OnlyFans;25-6-2024;25-6-2024"
"7136866943;110,31;80;ѕодписка Gumroad;28-6-2024;28-6-2024"
"7136866943;85,08;70;ѕодписка Gumroad;28-6-2024;28-6-2024"
"7136866943;59,49;47;аренда карты;29-6-2024;29-6-2024"
"7136866943;102,76;85;аренда карты;30-6-2024;30-6-2024"
"7136866943;24,73;18;аренда карты;30-6-2024;30-6-2024"
"7136866943;243,31;205;ѕодписка Gumroad;3-7-2024;3-7-2024"
"7136866943;153,67;134;аренда карты;4-7-2024;4-7-2024"
"7136866943;38,07;30,35;аренда карты;8-7-2024;8-7-2024"
"7136866943;6,84;5;аренда карты;8-7-2024;8-7-2024"
"7136866943;26,58;21,25;Patreon;9-7-2024;9-7-2024"
"7136866943;25,91;20;аренда карты;9-7-2024;9-7-2024"
"7136866943;16,34;12;ѕодписка Gumroad;15-7-2024;15-7-2024"
"7136866943;30,45;24;ѕодписка Gumroad;15-7-2024;15-7-2024"
"7136866943;20,42;15;ѕодписка Gumroad;15-7-2024;15-7-2024"
"7136866943;6,98;5,18;Fanbox;17-7-2024;17-7-2024"
"7136866943;7,18;5;Unlockd;17-7-2024;17-7-2024"
"7136866943;15,05;12,42;subscribestar;22-7-2024;22-7-2024"
"7136866943;74,27;59,09;аренда карты;27-7-2024;27-7-2024"
"7136866943;13,95;10;OnlyFans;28-7-2024;28-7-2024"
"7136866943;21,07;16,59;аренда карты;28-7-2024;28-7-2024"
"7136866943;44,49;32;аренда карты;31-7-2024;31-7-2024"
"7136866943;24,49;19;аренда карты;1-8-2024;1-8-2024"
"7136866943;12,41;9;аренда карты;3-8-2024;3-8-2024"
"7136866943;5,55;3;ѕодписка Gumroad;3-8-2024;3-8-2024"
"1038045982;1,2;0;ChatGPT аккаунт;18-9-2023;18-9-2023"
"1038045982;5;0;ChatGPT (Cкладчина) ;17-10-2023;17-10-2023"
"1929782012;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);19-9-2023;19-9-2023"
"5549977131;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);20-9-2023;20-9-2023"
"1124840005;5;0;ChatGPT (Cкладчина) ;20-9-2023;20-9-2023"
"1124840005;6;0;ChatGPT (Cкладчина) ;27-10-2023;27-10-2023"
"1124840005;5;0;ChatGPT (Cкладчина) ;20-11-2023;20-11-2023"
"1124840005;5;0;ChatGPT (Cкладчина) ;16-12-2023;16-12-2023"
"1124840005;5;0;ChatGPT (Cкладчина) ;20-2-2024;20-2-2024"
"1124840005;5;0;ChatGPT (Cкладчина) ;3-4-2024;3-4-2024"
"1124840005;5;0;ChatGPT (Cкладчина) ;20-7-2024;20-7-2024"
"1124840005;5;0;ChatGPT (Cкладчина) ;19-8-2024;19-8-2024"
"1124840005;5,26;0;ChatGPT (Cкладчина) (1 мес€ц);14-9-2024;14-9-2024"
"1124840005;21,39;10;ChatGPT личный;9-1-2025;10-1-2025"
"1124840005;21,29;10;ChatGPT личный;10-12-2024;11-12-2024"
"1124840005;5,19;0;ChatGPT личный;10-11-2024;11-11-2024"
"1124840005;5;0;ChatGPT личный;10-10-2024;10-10-2024"
"718941719;79;72;Clipstudio.net;20-9-2023;20-9-2023"
"718941719;86,37;77;Clipstudio.net;18-9-2024;18-9-2024"
"441987598;5;0;ChatGPT (Cкладчина) ;21-9-2023;21-9-2023"
"64348130;6;0;ChatGPT (Cкладчина) ;21-9-2023;21-9-2023"
"858221856;0,5;0;ChatGPT аккаунт;21-9-2023;21-9-2023"
"620722419;5,5;0;ChatGPT (Cкладчина) ;23-6-2023;23-6-2023"
"1579995763;3;0;Canva Pro (ѕробный период);22-11-2023;22-11-2023"
"5293060606;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);22-9-2023;22-9-2023"
"5293060606;3,4;2,6;Youtube Premium »ндивидуальна€ (1 мес€ц);23-10-2023;23-10-2023"
"5293060606;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);25-2-2024;25-2-2024"
"5293060606;3,4;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);17-4-2024;17-4-2024"
"5293060606;7,28;5,4;YouTube Premium (2 мес€ца);21-6-2024;21-6-2024"
"1178438711;10;5,4;Youtube Premium »ндивидуальна€ (3 мес€ца);24-9-2023;24-9-2023"
"477547206;5;0;ChatGPT (Cкладчина) ;21-3-2023;21-3-2023"
"477547206;4,5;0;ChatGPT (Cкладчина) ;28-4-2023;28-4-2023"
"477547206;4,5;0;ChatGPT (Cкладчина) ;28-5-2023;28-5-2023"
"477547206;4,75;0;ChatGPT (Cкладчина) ;24-9-2023;24-9-2023"
"477547206;5,5;0;ChatGPT личный;20-11-2024;21-11-2024"
"477547206;5,5;0;ChatGPT личный;24-10-2024;27-10-2024"
"739098153;2,1;0;Youtube Premium »ндивидуальна€ (1 мес€ц);24-9-2023;24-9-2023"
"739098153;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);25-10-2023;25-10-2023"
"739098153;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);28-12-2023;28-12-2023"
"739098153;3,4;2,7;Youtube Music »ндивидуальна€ (1 мес€ц);26-1-2024;26-1-2024"
"739098153;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);5-3-2024;5-3-2024"
"739098153;10,2;1,6;Youtube Premium »ндивидуальна€ (3 мес€ца);11-4-2024;11-4-2024"
"739098153;11,12;2,4;Youtube Premium »ндивидуальна€ (3 мес€ца);9-8-2024;9-8-2024"
"739098153;10,46;2,4;YouTube Premium личный;15-11-2024;18-11-2024"
"340162133;6;0;ChatGPT (Cкладчина) ;17-5-2023;17-5-2023"
"340162133;5,5;0;ChatGPT (Cкладчина) ;13-7-2023;13-7-2023"
"340162133;26,85;20,33;cursor AI;19-12-2024;23-12-2024"
"464661710;5;0;ChatGPT (Cкладчина) ;28-4-2023;28-4-2023"
"464661710;5;0;ChatGPT (Cкладчина) ;30-5-2023;30-5-2023"
"464661710;3;0;ChatGPT (Cкладчина) ;21-11-2023;21-11-2023"
"464661710;5;0;ChatGPT (Cкладчина) ;17-3-2024;17-3-2024"
"42372395;5;0;ChatGPT (Cкладчина) ;24-5-2023;24-5-2023"
"42372395;5;0;ChatGPT (Cкладчина) ;29-4-2024;29-4-2024"
"42372395;5;0;ChatGPT личный;10-12-2024;11-12-2024"
"549116371;5;0;ChatGPT (Cкладчина) ;21-3-2023;21-3-2023"
"549116371;12;0;Midjourney Basic Plan (1 мес€ц);25-4-2023;25-4-2023"
"549116371;4,5;0;ChatGPT (Cкладчина) ;16-5-2023;16-5-2023"
"549116371;3;0;ChatGPT (Cкладчина) ;15-11-2023;15-11-2023"
"549116371;4,5;0;ChatGPT (Cкладчина) ;25-12-2023;25-12-2023"
"549116371;2;0;Discourd Nitro;25-12-2023;25-12-2023"
"549116371;5;0;ChatGPT (Cкладчина) ;11-2-2024;11-2-2024"
"549116371;5;0;ChatGPT (Cкладчина) ;4-4-2024;4-4-2024"
"549116371;25;20;ChatGPT (Cкладчина) ;5-11-2024;11-11-2024"
"458267263;5,5;0;ChatGPT (Cкладчина) ;14-11-2023;14-11-2023"
"458267263;3;0;Canva Pro (ѕробный период);27-11-2023;27-11-2023"
"458267263;5;0;ChatGPT (Cкладчина) ;14-12-2023;14-12-2023"
"458267263;5;0;ChatGPT (Cкладчина) ;20-1-2024;20-1-2024"
"458267263;5;0;ChatGPT (Cкладчина) ;22-2-2024;22-2-2024"
"458267263;12,5;10;Notion AI (1 мес€ц);1-3-2024;1-3-2024"
"458267263;5;0;ChatGPT (Cкладчина) ;21-3-2024;21-3-2024"
"458267263;5;0;ChatGPT (Cкладчина) ;22-4-2024;22-4-2024"
"458267263;5,3;0;ChatGPT (Cкладчина) ;31-5-2024;31-5-2024"
"458267263;5,39;0;ChatGPT (Cкладчина) ;9-9-2024;9-9-2024"
"458267263;26,64;20;ChatGPT (Cкладчина) ;17-10-2024;17-10-2024"
"879358135;5;0;ChatGPT (Cкладчина) ;23-6-2023;23-6-2023"
"879358135;5;0;ChatGPT личный;15-1-2025;16-1-2025"
"266138603;5;0;ChatGPT (Cкладчина) ;23-6-2023;23-6-2023"
"673371919;5,5;0;ChatGPT (Cкладчина) ;23-6-2023;23-6-2023"
"395300714;4,5;0;ChatGPT (Cкладчина) ;28-3-2023;28-3-2023"
"395300714;4,5;0;ChatGPT (Cкладчина) ;25-5-2023;25-5-2023"
"395300714;20;10;ChatGPT личный;10-12-2024;11-12-2024"
"458267263;3;0;Canva Pro (ѕробный период);14-11-2023;14-11-2023"
"458267263;18,75;15;Canva Pro (1 мес€ц);29-12-2023;29-12-2023"
"410301582;25;20;ChatGPT Plus (1 мес€ц) ;16-11-2023;16-11-2023"
"1481730635;5;0;ChatGPT (Cкладчина) ;16-11-2023;16-11-2023"
"1481730635;5;0;ChatGPT (Cкладчина) ;11-12-2023;11-12-2023"
"1481730635;5;0;ChatGPT (Cкладчина) ;25-2-2024;25-2-2024"
"1481730635;5;0;ChatGPT (Cкладчина) ;24-3-2024;24-3-2024"
"1481730635;5;0;ChatGPT (Cкладчина) ;23-4-2024;23-4-2024"
"1481730635;5,3;0;ChatGPT (Cкладчина) ;25-5-2024;25-5-2024"
"342460979;1;0;ChatGPT аккаунт;21-6-2023;21-6-2023"
